field_plot_number,date,location,transect_number,latitude,longitude,geographic_landmark,elevation,plot_radius,plot_size,site_physiography,slope,aspect,surface_geomorphology_unit,subsurface_geomorphology_unit ,macrotopography,microtopography,microrelief,water_regime,water_depth,saturated_less_than_30cm,drainage,soil_moisture,lowest_mottle_depth,low_matrix_depth,hydric_soil,water_ph,water_conductivity,soil_ph_10cm,soil_ph_30cm,soil_conductivity,site_ph,site_conductivity,site_chemistry,thaw_depth,permafrost,top_organic_layer_depth,cumulative_organic_layers,dominant_mineral_texture_top_40cm,loess_thickness,root_depth,surface_fragment_cover,frost_boils,rock_depth,cryoturbation,soil_stratigraphy,soil_sample,soil_plug_probe_max_depth,soil_sampling_method,soil_class,soil_association,vegetation_classification,ecotype_veg_structure,disturbance_classes,field_floristic_class,field_floristic_class,final_floristic_class,plot_ecotype,dominant_plants,ecotype_analysis,environmental_outliers,vegetation_outlier,geomorphology_data_review,ecotype_rare,veg_sampling_quality,ecotype_abbrev,map_ecotype_arctic_network_nps,map_ecotype_abbrev_arctic_network_nps,map_veg_arctic_network_nps,soil_landscape_description,cover_needleleaf_trees,needleleaf_tree_crown_class,cover_broadleaf_trees,broadleaf_tree_crown_class,cover_dwarf_broadleaf,dwarf_broadleaf_crown_class,Cover_dwarf_needleleaf,cover_dwarf_needleaf,cover_standing_dead_trees,cover_tall_shrubs,cover_low_shrubs,cover_dwarf_shrubs,cover_graminoids,cover_tussock,cover_forbs,cover_mosses,cover_lichens,cover_litter,cover_litter_alone,cover_bare_soil,cover_water,notes,field_notes,observer_environ_data,observer_veg_data,office_notes,data_origin
BELA_T04_01_2002,20020713,Bering Land Bridge National Preserve,T4,65.38378333,-163.6922833,Bendeleben Foothills near Minnie Creek,246,10,314,upland,13,40,Ch,If,Drainage-way,Undifferentiated mounds (distinct),15,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,5.7,-9999,130,5.7,130,c,60,NA,2,2,Loamy,0,-9999,0,0,40,No,No,Yes,-9999,Pit,Goht,"Typic Dystrogelepts-Typic Eutrogelepts, coarse",Stca,TS,NA,NA,Alnus crispa-Calamagrostis canadensis,Alnus crispa-Calamagrostis canadensis,LLNMTS-ALNCRI,alncri-Moss-equarv-salpul-calcan-lycann-valcap,Y,No,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,80,5,0,3,0,10,3,0,90,3,0,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,"New class; soil nonturbated, no redox; changed from Lowland to Upland based on Surface Geomorphology Unit and slope greater than or equal to 8 degrees","ABR Inc., Fairbanks, AK"
BELA_T04_02_2002,20020713,Bering Land Bridge National Preserve,T4,65.3845,-163.6953167,Bendeleben Foothills near Minnie Creek,246,10,314,lowland,6,40,Ch,If,Drainage-way,Undifferentiated mounds (distinct),15,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,6.6,-9999,120,6.6,120,c,95,NA,3,4,Loamy,0,-9999,0,0,40,Yes,No,Yes,-9999,Pit,Gtht,"Typic Dystrogelepts-Typic Eutrogelepts, coarse",Stca,TS,NA,NA,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,LLNMTS-ALNCRI,alncri-equarv-salpul-Moss-calcan-petfri-rubarc,Y,no,No,Yes,No,4,Lowland Alder Tall Shrub,Lowland Organic-rich Wet Circumacidic Alder Tall Shrub,Lowland Alder Tall Shrub,Alder or Willow Tall Shrub,Lowland Organic-rich Shrub and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,80,3,0,1,0,10,5,0,95,3,0,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,New class,"ABR Inc., Fairbanks, AK"
BELA_T04_03_2002,20020713,Bering Land Bridge National Preserve,T4,65.38385,-163.6964667,Bendeleben Foothills near Minnie Creek,236,10,314,upland,12,50,Ch,If,Upper slope Plane,Undifferentiated mounds (distinct),15,Upland,-16,Yes,Somewhat poorly drained,Moist,-9999,-9999,No,6.5,40,6.1,-9999,80,6.5,40,c,36,NA,13,13,Loamy,0,-9999,-9999,0,200,No,No,Yes,-9999,Pit,Goat,"Typic Aquiturbels-Ruptic-Histic Aquiturbels, coarse-loamy",Slow,SM,NA,NA,Salix lanata ssp. richardsonii-Equisetum arvense-Valeriana capitata,Salix lanata ssp. richardsonii-Equisetum arvense,ULNMSSM-CAR-SAL,Moss-carbig-salric-vaculi-Lichen-arcalp-betnan,Y,No,No,Yes,No,4,Upland Willow Low Shrub,Upland Loamy Moist Circumalkaline Willow Low Shrub,Upland Willow Low Shrub,Willow Low Shrub,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,1,20,5,30,0,1,90,5,15,3,0,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,Upland outlier,"ABR Inc., Fairbanks, AK"
BELA_T04_04_2002,20020713,Bering Land Bridge National Preserve,T4,65.38303333,-163.6999833,Bendeleben Foothills near Minnie Creek,220,10,314,upland,8,35,Ch,If,Drainage-way,Undifferentiated mounds (distinct),10,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,5.7,-9999,50,5.7,50,c,50,NA,3,3,Loamy,0,-9999,0,0,50,No,No,Yes,-9999,Pit,Golt,"Typic Aquorthels-Typic Historthels, loamy",Stcbw,TS,NA,NA,NA,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,LLNMTS-SALPUL,salpul-Moss-artarc-vaculi-betnan-fesalt-lycann,Y,No,No,Yes,No,4,Upland Birch-Willow Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,80,20,0,10,0,20,5,0,80,1,0,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,"Vegetation species data or equal to  open tall, structure or equal to  closed tall; soil-change cryoturbation to a based on photograph; changed from Lowland to Upland based on Surface Geomorphology Unit and slope greater than or equal to 8 degrees","ABR Inc., Fairbanks, AK"
BELA_T04_05_2002,20020713,Bering Land Bridge National Preserve,T4,65.38148333,-163.7145333,Bendeleben Foothills near Minnie Creek,252,10,314,lowland,10,50,Ch,If,Drainage-way,Undifferentiated mounds (distinct),20,Saturated,-15,Yes,Somewhat poorly drained,Moist,-9999,-9999,Yes,5.6,20,5.1,-9999,40,5.6,20,c,29,NA,2,2,Loamy,0,-9999,-9999,0,200,Yes,No,Yes,-9999,Pit,Gtat,"Typic Aquorthels-Typic Historthels, loamy",Stow,TS,NA,NA,Salix planifolia ssp. pulchra-Arctagrostis latifolia-Poa arctica,Salix planifolia ssp. pulchra-Valeriana capitata,LLNMTS-SALPUL,salpul-Moss-equarv-artarc-calcan-valcap-dodfri,Y,No,No,Yes,No,4,Lowland Willow Low Shrub,Lowland Organic-rich Wet Circumacidic Willow Low Shrub,Lowland Willow Low Shrub,Willow Low Shrub,Lowland Organic-rich Shrub and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,20,40,0,10,0,30,20,1,40,3,0,0,NA,Tall-low problem,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,New class; Changed from Lowland to Upland based on Surface Geomorphology Unit and slope greater than or equal to 8 degrees,"ABR Inc., Fairbanks, AK"
BELA_T04_06_2002,20020713,Bering Land Bridge National Preserve,T4,65.38136667,-163.7205833,Bendeleben Foothills near Minnie Creek,265,10,314,upland,8,10,Ch,Sc,Upper slope Plane,Undifferentiated mounds (distinct),25,Saturated,-9999,No,Somewhat poorly drained,Moist,-9999,-9999,No,-9999,-9999,6.6,-9999,190,6.6,190,c,30,NA,7,7,Loamy,0,-9999,-9999,0,-9999,Yes,No,Yes,-9999,Pit,Gtat,"Typic Aquiturbels-Ruptic-Histic Aquiturbels, coarse-loamy",Hgmss,SM,NA,NA,Dryas inegrifolia-Salix reticulata-Equisetum arvense,Dryas integrifolia-Carex bigelowii-Equisetum arvense,ULNMSSM-CAR-DRY,Moss-carbig-dryint-salret-equarv-salric-Lichen,N,Chemistry,No,Yes,No,4,Upland Sedge-Dryas Meadow,Upland Rocky-loamy Moist Alkaline Sedge-Dryas Meadow,Upland Sedge-Dryas Meadow,Sedge-Dryas Meadow,Upland Rocky-loamy Circumalkaline Low Shrublands and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,10,20,15,0.1,5,80,5,15,2,0,0.1,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,NA,"ABR Inc., Fairbanks, AK"
BELA_T04_07_2002,20020713,Bering Land Bridge National Preserve,T4,65.36481667,-163.7234833,Bendeleben Foothills near Minnie Creek,239,10,314,upland,17,280,Ch,Sc,"Lower slopes, concave (water gathering, gullies)",Undifferentiated mounds (distinct),10,Upland,-9999,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,5.3,-9999,70,5.3,70,a,-9999,NA,3,3,Blocky,0,-9999,0,0,17,No,No,Yes,-9999,Pit,Igdt,"Typic Dystrogelepts-Typic Eutrogelepts, coarse",Stoa,TS,NA,NA,Alnus crispa-Calamagrostis canadensis,Alnus crispa-Calamagrostis canadensis,URAMTS-ALNCRI,alncri-calcan-salpul-equarv-arttil-Moss-galbor,Y,No,No,Yes,No,4,Upland Alder-Willow Tall Shrub,Upland Rocky-loamy Moist Circumacidic Alder-Willow Tall Shrub,Upland Alder-Willow Tall Shrub,Alder or Willow Tall Shrub,Upland Rocky-loamy Circumacidic Tall Shrublands and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,60,20,0,20,0,20,5,0,80,5,0,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,"New class, pH outlier from rest of class; assume thaw depth greater than 100 cm because of rocks; changed from Lowland to Upland based on Surface Geomorphology Unit and slope greater than or equal to 8 degrees; changed R to K to fit new codes based on other plots in toposequence (Feb2007)","ABR Inc., Fairbanks, AK"
BELA_T04_08_2002,20020713,Bering Land Bridge National Preserve,T4,65.36185,-163.71705,Bendeleben Foothills near Minnie Creek,270,10,314,alpine,32,220,Bxw,Sc,Crest,Undifferentiated mounds (distinct),10,Upland,-200,No,Excessively drained,Dry,-9999,-9999,No,-9999,-9999,8,-9999,180,8,180,b,-9999,NA,2,2,Blocky,0,-9999,-9999,0,1,No,No,Yes,-9999,Pit,Mglt,"Typic Eutrogelepts-Typic Haplorthels, coarse",Sddt,DS,NA,NA,Dryas octopetala-Saxifraga oppositifolia,Dryas octopetala-Saxifraga oppositifolia,ARBDDS-DRYOCT,dryoct-Lichen-artem-saxopp-carnar-Moss-oxynig,Y,No,No,Yes,No,4,Alpine Alkaline Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Alkaline Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,40,1,0,5,1,5,5,3,50,0,NA,NA,"TH, Mark Torre Jorgenson",Mark Torre Jorgenson,Alpine/Upland problem; assume thaw depth greater than 100 cm because of rockiness,"ABR Inc., Fairbanks, AK"
BELA_T05_01_2002,20020710,Bering Land Bridge National Preserve,T5,65.28551667,-163.7155333,Minnie Creek,907,10,314,alpine,9,253,Ch,If,Shoulder,"Stripes (non-sorted, sorted)",20,Upland,-52,No,Well drained,Moist,-9999,-9999,No,-9999,-9999,5.1,-9999,20,5.1,20,a,52,NA,0,0,Rubbly,-9999,-9999,-9999,15,0,Yes,No,No,-9999,Plug,Gtlt,"Typic Dystrogeleptsand Bedrock, coarse",Bpv,BP,NA,NA,lich foliose/fruticose-Racomitrium sp.-Cassiope tetragona,lichen-Hierochloe alpina,ASAMB,soil-Lichen-carpod-castet-empnig-loipro-salphl-luz,Y,no,No,Yes,No,4,Alpine Acidic Barrens,Alpine Rocky Dry Acidic Barrens,Alpine Acidic Barrens,Partially Vegetated,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,2,5,0,0.1,0.1,8,1,1,90,0,NA,"Lichen 8 percent, Artemesia collected south of here; alpine barrens","Sharon F. Schlentner, Mike Emmers","Mike Emmers, Sharon F. Schlentner","Soil: assume not all layers sandy, changed rock depth to 0, lots of rock in soil photograph, changed dominant texture mineral from S","ABR Inc., Fairbanks, AK"
BELA_T05_02_2002,20020710,Bering Land Bridge National Preserve,T5,65.29105,-163.7265667,Minnie Creek,910,15,707,alpine,10,284,Ch,If,Shoulder,Water tracks (non-incised drainages),20,Saturated,-12,Yes,Somewhat poorly drained,Wet,-9999,-9999,No,5.9,10,-9999,-9999,-9999,5.9,10,c,60,NA,0,0,Rubbly,-9999,-9999,-9999,2,9,Yes,No,Yes,-9999,Plug,Gtlt,"Typic Dystrogeleptsand Bedrock, coarse",Sdds,DS,NA,NA,NA,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,ARNWDS-CAR-SAL,soil-Lichen-carpod-salphl-castet-Moss-luzul-empnig,N,Drainage,Yes,Yes,No,4,Alpine Cassiope Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Alkaline Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,1,8,15,0,1,2,30,5,5,60,1,NA,"Dwarf shrub lichen tundra, ""alpine dryas dwarf scrub","Sharon F. Schlentner, Mike Emmers","Mike Emmers, Sharon F. Schlentner","Yuk, Ps drainage outlier","ABR Inc., Fairbanks, AK"
BELA_T05_04_2002,20020710,Bering Land Bridge National Preserve,T5,65.29485,-163.7515167,Minnie Creek,707,10,314,alpine,20,220,Cs,If,"Upper slope, convex",Non-patterned,10,Upland,-25,No,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,4.9,-9999,40,4.9,40,a,25,NA,1,1,Blocky,-9999,-9999,-9999,0,20,No,No,No,-9999,Plug,Golt,"Typic Dystrogeleptsand Bedrock, coarse",Sdds,DS,NA,NA,Dryas octopetala-Hierochloe alpina,Dryas octopetala-Hierochloe alpina,ARAMDS-DRY-CAR,dryoct-salphl-carpod-Lichen-anemo-anten-fesrub,N,Drainage,No,Yes,No,4,Alpine Acidic Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,70,15,0,5,2,20,30,20,10,0,NA,"Possible Hgmss but dwarf shrub dominant, low shrub on steeper slope,(first photo)","Sharon F. Schlentner, Mike Emmers","Mike Emmers, Sharon F. Schlentner","Maybe stripes, but elevation is OK for Alpine","ABR Inc., Fairbanks, AK"
BELA_T06_01_2002,20020815,Bering Land Bridge National Preserve,T6,65.34291667,-162.8118167,Bendeleben Mountains SE of Kuzitrin Lake,218,10,314,upland,5,90,Ch,If,Lower slope Plane,Non-patterned,10,Upland,-9999,Unknown,Well drained,Moist,-9999,-9999,No,-9999,-9999,5.3,-9999,10,5.3,10,a,60,NA,4,4,Loamy,0,-9999,0,0,200,No,No,Yes,-9999,Pit,Golt,NA,Slobe,LS,NA,NA,Ledum decumbens-Betula nana,Betula nana-Ledum decumbens,ULAMLS-BET-VAC,Lichen-betnan-vaculi-Moss-arcalp-carbig-vacvit,Y,No,No,Yes,No,2,Upland Birch-Ericaceous Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,35,10,5,3,1,5,35,25,15,1,0,NA,Shrubs look dwarfed,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",Temp map class: Upland Low Shrub Birch-Willow Shrub Tundra; loamy outlier in rocky class,"ABR Inc., Fairbanks, AK"
BELA_T06_02_2002,20020815,Bering Land Bridge National Preserve,T6,65.34315,-162.8110833,Bendeleben Mountains SE of Kuzitrin Lake,218,10,314,lowland,5,90,Ch,If,Drainage-way,Scour channels-ridges,30,Upland,-9999,Unknown,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,6.2,-9999,30,6.2,30,c,-9999,NA,3,3,Bouldery,0,-9999,-9999,0,20,No,No,Yes,-9999,Pit,Igdt,"Typic Dystrogelepts-Typic Eutrogelepts, coarse",Stoa,TS,NA,NA,NA,Alnus crispa-Salix planifolia ssp. pulchra-Hylocomium splendens,LGNMTS-ALNCRI,alncri-salpul-arttil-Moss-calcan-angluc-rubste,Y,no,No,Yes,No,3,Lowland Alder Tall Shrub,Lowland Organic-rich Wet Circumacidic Alder Tall Shrub,Lowland Alder Tall Shrub,Alder or Willow Tall Shrub,Lowland Organic-rich Shrub and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,40,50,0,2,0,7,5,0.1,35,1,10,0,Low and tall shrub totals 75 percent in spp. data,NA,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH","Vegetation data not very clear, total tall shrub equals 40 percent (alder), salpul is low?; soil-assume permafrost below 100 cm","ABR Inc., Fairbanks, AK"
BELA_T06_03_2002,20020815,Bering Land Bridge National Preserve,T6,65.27671667,-162.8354667,Bendeleben Mountains SE of Kuzitrin Lake,544,10,314,alpine,30,122,Ch,If,Upper slope Plane,"Rocks, blockfields",40,Upland,-9999,No,Excessively drained,Dry,-9999,-9999,No,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,-9999,NA,0,0,Blocky,0,-9999,-9999,0,0,No,No,No,-9999,Surface,NA,"Typic Dystrogeleptsand Bedrock, coarse",Hbl,BP,NA,NA,NA,lichen-Hierochloe alpina,AR_DL,Lichen-arcalp-Moss,Y,No,No,Yes,No,3,Alpine Acidic Barrens,Alpine Rocky Dry Acidic Barrens,Alpine Acidic Barrens,Partially Vegetated,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,0,0,0,0,70,0,0,30,0,Lichen covered boulders,Lichen about 55 percent,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",NA,"ABR Inc., Fairbanks, AK"
BELA_T06_05_2002,20020815,Bering Land Bridge National Preserve,T6,65.2774,-162.8336833,Bendeleben Mountains SE of Kuzitrin Lake,533,10,314,alpine,1,188,Ch,If,Lower slope Plane,"Rocks, blockfields",30,Upland,-200,Unknown,Somewhat excessively drained,Moist,-9999,-9999,No,-9999,-9999,5.1,-9999,20,5.1,20,a,-9999,NA,2,2,Blocky,0,-9999,-9999,25,10,Yes,No,Yes,-9999,Pit,Gtlt,"Typic Dystrogeleptsand Bedrock, coarse",Sdec,DS,NA,NA,lich foliose/fruticose-Racomitrium sp.-Cassiope tetragona,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,ARAMDS-LOI-CAS,Lichen-loipro-salphl-castet-carbig-Moss-anemul,N,Chemistry,No,Yes,No,4,Alpine Cassiope Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Alkaline Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,1,25,1,0,2,3,60,1,1,32,0,"Rock boulders 30 percent, 50 percent lichen covered",Salphl and castet co-dominant,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",Not dryas; soil-assume permafrost within 200 cm,"ABR Inc., Fairbanks, AK"
BELA_T06_06_2002,20020815,Bering Land Bridge National Preserve,T6,65.27948333,-162.8309833,Bendeleben Mountains SE of Kuzitrin Lake,534,10,314,lowland,0,Too flat to determine,If,If,Lower slope Plane,Undifferentiated mounds (distinct),25,Saturated,-16,Yes,Somewhat poorly drained,Wet,-9999,-9999,Yes,5,20,-9999,-9999,-9999,5,20,a,27,NA,27,27,Organic rich,0,-9999,0,0,-9999,Yes,No,No,-9999,Pit,Ghft,NA,Slobw,SM,NA,NA,Betula nana-Salix planifolia ssp. pulchra-Empetrum nigrum,Betula nana-Salix planifolia ssp. pulchra-Eriophorum angustifolium,LOAWSSP-BET-CAR,Moss-Lichen-betnan-caraqu-vaculi-vacvit-carbig,Y,No,No,Yes,No,4,Lowland Birch-Willow Low Shrub,Lowland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Lowland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Lowland Organic-rich Shrub and Forests,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,15,5,10,0.1,3,25,25,35,15,1,0.1,NA,Low-dwarf-meadow-bog problem,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH","Organic ""lowland"" in ""alpine"", acidic in CN ecotype","ABR Inc., Fairbanks, AK"
BELA_T06_07_2002,20020815,Bering Land Bridge National Preserve,T6,65.27778333,-162.8251667,Bendeleben Mountains SE of Kuzitrin Lake,530,10,314,alpine,0,Too flat to determine,Ch,If,Upper slope Plane,Rocky mounds/outcrops,25,Upland,-200,Unknown,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,5.4,-9999,10,5.4,10,a,30,NA,3,3,Loamy,0,-9999,-9999,15,30,Yes,No,Yes,-9999,Pit,Gtlt,"Typic Dystrogeleptsand Bedrock, coarse",Sdds,DS,NA,NA,Dryas octopetala-Hierochloe alpina,Dryas octopetala-Hierochloe alpina,ALAMDS-DRY-CAR,Lichen-dryoct-salphl-vaculi-loipro-Moss-carpet,Y,No,No,Yes,No,4,Alpine Acidic Dryas Dwarf Shrub,Alpine Rocky Dry Dryas Dwarf Shrub,Alpine Dryas Dwarf Shrub,Dryas Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,10,45,7,0,10,5,15,55,10,10,1,"No low shrub cover in photo, total shrub by spp. about 3 percent",Possible Hgmss but dwarf shrub dominant,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH","Rocky-loamy cutpoint problem, stripes","ABR Inc., Fairbanks, AK"
BELA_T06_08_2002,20020815,Bering Land Bridge National Preserve,T6,65.28118333,-162.8192333,Bendeleben Mountains SE of Kuzitrin Lake,450,10,314,upland,10,340,Ch,If,Upper slope concave (water gathering; gullies),Scour channels-ridges,20,Upland,-9999,Unknown,Moderately well-drained,Moist,-9999,-9999,No,-9999,-9999,5.3,-9999,40,5.3,40,a,-9999,NA,4,4,Loamy,0,-9999,0,0,-9999,Yes,No,Yes,-9999,Pit,Gtlt,"Typic Haplorthels-Typic Haploturbels, coarse-loamy",Slow,LS,NA,NA,Outlier,outlier,ULAMLS-SALPUL,salpul-Lichen-dryoct-Moss-salarc-carbig-castet,N,No,Yes,Yes,No,4,Upland Birch-Willow Low Shrub,Upland Moist Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Birch-Ericaceous-Willow Low Shrub,Dwarf Birch-Ericaceous-Willow Low Shrub,Upland Rocky-loamy Acidic Low Shrublands,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,25,50,4,1,5,10,10,25,3,1,1,NA,B bb,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",Salpul-dryoct; upland/alpine in lowland class,"ABR Inc., Fairbanks, AK"
BELA_T06_09_2002,20020815,Bering Land Bridge National Preserve,T6,65.28326667,-162.8227833,Bendeleben Mountains SE of Kuzitrin Lake,419,10,314,alpine,6,5,Ch,If,Upper slope Plane,"Rocks, blockfields",100,Upland,-9999,No,Excessively drained,Dry,-9999,-9999,Unknown,-9999,-9999,-9999,-9999,-9999,-9999,-9999,NA,-9999,NA,0,0,Blocky,0,-9999,-9999,0,0,Unknown,No,No,-9999,NA,NA,"Typic Dystrogeleptsand Bedrock, coarse",Hbl,BP,NA,NA,NA,lichen-Hierochloe alpina,AR_DL,Lichen-soil,Y,No,No,Yes,No,3,Alpine Acidic Barrens,Alpine Rocky Dry Acidic Barrens,Alpine Acidic Barrens,Partially Vegetated,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,0,0,0,0,0,0,55,0,0,45,0,Boulder field,Lichen about 55 percent,"TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",NA,"ABR Inc., Fairbanks, AK"
BELA_T06_10_2002,20020815,Bering Land Bridge National Preserve,T6,65.28598333,-162.8253833,Bendeleben Mountains SE of Kuzitrin Lake,409,10,314,alpine,6,90,Ch,If,Upper slope Plane,Rocky mounds/outcrops,20,Upland,-200,Unknown,Somewhat excessively drained,Dry,-9999,-9999,No,-9999,-9999,4.8,-9999,10,4.8,10,a,-9999,NA,1,1,Bouldery,0,-9999,-9999,0,10,Yes,No,Yes,-9999,Pit,Gtlt,NA,Sdet,DS,NA,NA,Betula nana-Loiseleuria procumbens-Flavocetraria nivalis,Betula nana-Loiseleuria procumbens,URADDS-LOI-ARC,Lichen-loipro-arcalp-vaculi-empnig-carbig-carpod,Y,No,No,Yes,No,3,Alpine Ericaceous-Dryas Dwarf Shrub,Alpine Rocky Moist Ericaceous Dwarf Shrub,Alpine Ericaceous Dwarf Shrub,Ericaceous Dwarf Shrub,Alpine Rocky Acidic Barrens and Shrub,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,5,40,1,0,1,1,10,5,3,40,0,NA,"Really Sdm, ericaceous mix, solifluction circles on plot","TH, Sharon F. Schlentner","Sharon F. Schlentner, TH",Not Dryas,"ABR Inc., Fairbanks, AK"
BELA_T07a_01_2002,20020713,Bering Land Bridge National Preserve,T7,65.50508333,-163.5660667,Imuruk Lake Lava Fields,244,10,314,upland,0,Too flat to determine,Vmy,NA,Crest,"Rocks, blockfields",30,Upland,-9999,No,Excessively drained,Dry,-9999,-9999,No,-9999,-9999,-9999,-9999,-9999,-9999,-9999,c,-9999,NA,-9999,-9999,Blocky,0,-9999,-9999,0,0,No,No,No,-9999,NA,NA,"Typic Dystrogeleptsand Bedrock, coarse",Hbl,BP,NA,NA,NA,Cladina stellaris-Loiseleuria procumbens,UR_DL,Lichen-empnig-loipro-alncri-carex-leddec-Moss,Y,No,No,Yes,No,3,Upland Mafic Barrens,NA,NA,NA,Upland Rocky Circumalkaline Barrens,-9999,NA,-9999,NA,-9999,NA,-9999,NA,-9999,0,1,1,0.1,0,0,0,95,1,0,5,0,NA,95 percent lichens,"Mike Emmers, Sharon F. Schlentner","Mike Emmers, Sharon F. Schlentner",NA,"ABR Inc., Fairbanks, AK"
